(0.000, 0.000) --- ActiveFlash-0 [init] None
(0.000, 0.000) --- ActiveFlash-1 [init] None
(0.000, 0.000) --- ActiveFS [init] None
(0.000, 1.200) --- ActiveFS [transfer] ID00001-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 0)]
(0.000, 1.200) --- ActiveFS [transfer] ID00003-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 0)]
(0.000, 1.200) --- ActiveFS [transfer] ID00013-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 0)]
(0.000, 1.200) --- ActiveFS [transfer] ID00011-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 0)]
(0.000, 1.200) --- ActiveFS [transfer] ID00009-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 0)]
(0.000, 1.200) --- ActiveFS [transfer] ID00017-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 0)]
(0.000, 1.200) --- ActiveFS [transfer] ID00075-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 0)]
(0.000, 1.200) --- ActiveFS [transfer] ID00037-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 0)]
(0.000, 1.200) --- ActiveFS [transfer] ID00035-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 0)]
(0.000, 1.200) --- ActiveFS [transfer] ID00083-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 0)]
(0.000, 1.200) --- ActiveFS [transfer] ID00053-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 0)]
(0.000, 1.200) --- ActiveFS [transfer] ID00015-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 0)]
(0.000, 1.200) --- ActiveFS [transfer] ID00045-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 0)]
(0.000, 1.200) --- ActiveFS [transfer] ID00073-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 0)]
(0.000, 1.200) --- ActiveFS [transfer] ID00007-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 0)]
(0.000, 1.200) --- ActiveFS [transfer] ID00041-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 0)]
(0.000, 1.200) --- ActiveFS [transfer] ID00069-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 0)]
(0.000, 1.200) --- ActiveFS [transfer] ID00019-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 0)]
(0.000, 1.200) --- ActiveFS [transfer] ID00081-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 0)]
(0.000, 1.200) --- ActiveFS [transfer] ID00071-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 0)]
(0.000, 1.200) --- ActiveFS [transfer] ID00049-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 0)]
(0.000, 1.200) --- ActiveFS [transfer] ID00005-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 0)]
(0.000, 1.200) --- ActiveFS [transfer] ID00067-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 0)]
(0.000, 1.200) --- ActiveFS [transfer] ID00079-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 0)]
(0.000, 1.200) --- ActiveFS [transfer] ID00085-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 0)]
(0.000, 1.200) --- ActiveFS [transfer] ID00039-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 0)]
(0.000, 1.200) --- ActiveFS [transfer] ID00051-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 0)]
(0.000, 1.200) --- ActiveFS [transfer] ID00077-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 0)]
(0.000, 1.200) --- ActiveFS [transfer] ID00043-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 0)]
(0.000, 1.200) --- ActiveFS [transfer] ID00033-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 0)]
(0.000, 1.200) --- ActiveFS [transfer] ID00047-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 0)]
(0.000, 1.803) --- ActiveFS [transfer] ID00006-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 0), ('ID00006_matrix.txt', 170917, 0)]
(0.000, 1.803) --- ActiveFS [transfer] ID00074-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 0), ('ID00074_matrix.txt', 170917, 0)]
(0.000, 1.803) --- ActiveFS [transfer] ID00044-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 0), ('ID00044_matrix.txt', 170917, 0)]
(0.000, 1.803) --- ActiveFS [transfer] ID00050-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 0), ('ID00050_matrix.txt', 170917, 0)]
(0.000, 1.803) --- ActiveFS [transfer] ID00046-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 0), ('ID00046_matrix.txt', 170917, 0)]
(0.000, 1.803) --- ActiveFS [transfer] ID00042-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 0), ('ID00042_matrix.txt', 170917, 0)]
(0.000, 1.803) --- ActiveFS [transfer] ID00038-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 0), ('ID00038_matrix.txt', 170917, 0)]
(0.000, 1.803) --- ActiveFS [transfer] ID00012-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 0), ('ID00012_matrix.txt', 170917, 0)]
(0.000, 1.803) --- ActiveFS [transfer] ID00072-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 0), ('ID00072_matrix.txt', 170917, 0)]
(0.000, 1.803) --- ActiveFS [transfer] ID00048-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 0), ('ID00048_matrix.txt', 170917, 0)]
(0.000, 1.803) --- ActiveFS [transfer] ID00040-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 0), ('ID00040_matrix.txt', 170917, 0)]
(0.000, 1.803) --- ActiveFS [transfer] ID00078-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 0), ('ID00078_matrix.txt', 170917, 0)]
(0.000, 1.803) --- ActiveFS [transfer] ID00036-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 0), ('ID00036_matrix.txt', 170917, 0)]
(0.000, 1.803) --- ActiveFS [transfer] ID00066-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 0), ('ID00066_matrix.txt', 170917, 0)]
(0.000, 1.803) --- ActiveFS [transfer] ID00070-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 0), ('ID00070_matrix.txt', 170917, 0)]
(0.000, 1.803) --- ActiveFS [transfer] ID00010-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 0), ('ID00010_matrix.txt', 170917, 0)]
(0.000, 1.803) --- ActiveFS [transfer] ID00016-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 0), ('ID00016_matrix.txt', 170917, 0)]
(0.000, 1.803) --- ActiveFS [transfer] ID00014-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 0), ('ID00014_matrix.txt', 170917, 0)]
(0.000, 1.803) --- ActiveFS [transfer] ID00034-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 0), ('ID00034_matrix.txt', 170917, 0)]
(0.000, 1.803) --- ActiveFS [transfer] ID00002-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 0), ('ID00002_matrix.txt', 170917, 0)]
(0.000, 1.803) --- ActiveFS [transfer] ID00018-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 0), ('ID00018_matrix.txt', 170917, 0)]
(0.000, 1.803) --- ActiveFS [transfer] ID00080-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 0), ('ID00080_matrix.txt', 170917, 0)]
(0.000, 1.803) --- ActiveFS [transfer] ID00068-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 0), ('ID00068_matrix.txt', 170917, 0)]
(0.000, 1.803) --- ActiveFS [transfer] ID00052-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 0), ('ID00052_matrix.txt', 170917, 0)]
(0.000, 1.803) --- ActiveFS [transfer] ID00084-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 0), ('ID00084_matrix.txt', 170917, 0)]
(0.000, 1.803) --- ActiveFS [transfer] ID00076-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 0), ('ID00076_matrix.txt', 170917, 0)]
(0.000, 1.803) --- ActiveFS [transfer] ID00032-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 0), ('ID00032_matrix.txt', 170917, 0)]
(0.000, 1.803) --- ActiveFS [transfer] ID00004-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 0), ('ID00004_matrix.txt', 170917, 0)]
(0.000, 1.803) --- ActiveFS [transfer] ID00082-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 0), ('ID00082_matrix.txt', 170917, 0)]
(0.000, 1.803) --- ActiveFS [transfer] ID00008-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 0), ('ID00008_matrix.txt', 170917, 0)]
(0.000, 2.404) --- ActiveFS [transfer] ID00056-Transterm(1) transfers [('expterm.dat', 45788, 0)]
(0.000, 2.404) --- ActiveFS [transfer] ID00022-Transterm(1) transfers [('expterm.dat', 45788, 0)]
(0.000, 2.404) --- ActiveFS [transfer] ID00088-Transterm(1) transfers [('expterm.dat', 45788, 0)]
(0.000, 2.446) --- ActiveFS [transfer] ID00086-Findterm(1) transfers [('RNAfold', 591942, 0)]
(0.000, 2.446) --- ActiveFS [transfer] ID00020-Findterm(1) transfers [('RNAfold', 591942, 0)]
(0.000, 2.446) --- ActiveFS [transfer] ID00054-Findterm(1) transfers [('RNAfold', 591942, 0)]
(0.000, 26.749) --- ActiveFlash-1 [task] ID00087-RNAMotif (26.749 sec) execution
(26.749, 63.240) --- ActiveFlash-1 [task] ID00021-RNAMotif (36.491 sec) execution
(63.240, 93.591) --- ActiveFlash-1 [task] ID00055-RNAMotif (30.351 sec) execution
(93.591, 95.106) --- ActiveFlash-1 [task] ID00075-Patser (1.515 sec) execution
(95.106, 96.663) --- ActiveFlash-1 [task] ID00039-Patser (1.558 sec) execution
(96.663, 97.915) --- ActiveFlash-1 [task] ID00071-Patser (1.252 sec) execution
(97.915, 98.812) --- ActiveFlash-1 [task] ID00001-Patser (0.897 sec) execution
(98.812, 99.766) --- ActiveFlash-1 [task] ID00003-Patser (0.954 sec) execution
(99.766, 100.864) --- ActiveFlash-1 [task] ID00043-Patser (1.098 sec) execution
(100.864, 102.499) --- ActiveFlash-1 [task] ID00005-Patser (1.635 sec) execution
(102.499, 103.422) --- ActiveFlash-1 [task] ID00037-Patser (0.923 sec) execution
(103.422, 104.252) --- ActiveFlash-1 [task] ID00009-Patser (0.830 sec) execution
(104.252, 105.760) --- ActiveFlash-1 [task] ID00033-Patser (1.508 sec) execution
(105.760, 107.624) --- ActiveFlash-1 [task] ID00051-Patser (1.865 sec) execution
(107.624, 109.051) --- ActiveFlash-1 [task] ID00067-Patser (1.426 sec) execution
(109.051, 110.471) --- ActiveFlash-1 [task] ID00081-Patser (1.420 sec) execution
(110.471, 111.355) --- ActiveFlash-1 [task] ID00041-Patser (0.884 sec) execution
(111.355, 112.472) --- ActiveFlash-1 [task] ID00035-Patser (1.118 sec) execution
(112.472, 113.411) --- ActiveFlash-1 [task] ID00013-Patser (0.939 sec) execution
(113.411, 114.680) --- ActiveFlash-1 [task] ID00011-Patser (1.269 sec) execution
(114.680, 116.298) --- ActiveFlash-1 [task] ID00077-Patser (1.618 sec) execution
(116.298, 117.473) --- ActiveFlash-1 [task] ID00079-Patser (1.175 sec) execution
(117.473, 118.991) --- ActiveFlash-1 [task] ID00085-Patser (1.518 sec) execution
(118.991, 120.018) --- ActiveFlash-1 [task] ID00049-Patser (1.027 sec) execution
(120.018, 121.590) --- ActiveFlash-1 [task] ID00069-Patser (1.572 sec) execution
(121.590, 122.731) --- ActiveFlash-1 [task] ID00015-Patser (1.142 sec) execution
(122.731, 124.089) --- ActiveFlash-1 [task] ID00007-Patser (1.358 sec) execution
(124.089, 124.745) --- ActiveFlash-1 [task] ID00045-Patser (0.655 sec) execution
(124.745, 125.967) --- ActiveFlash-1 [task] ID00073-Patser (1.222 sec) execution
(125.967, 127.862) --- ActiveFlash-1 [task] ID00083-Patser (1.895 sec) execution
(127.862, 128.687) --- ActiveFlash-1 [task] ID00053-Patser (0.824 sec) execution
(128.687, 129.899) --- ActiveFlash-1 [task] ID00017-Patser (1.212 sec) execution
(129.899, 131.612) --- ActiveFlash-1 [task] ID00047-Patser (1.713 sec) execution
(131.612, 133.075) --- ActiveFlash-1 [task] ID00019-Patser (1.462 sec) execution
(133.075, 134.419) --- ActiveFlash-1 [task] ID00006-Patser (1.344 sec) execution
(134.419, 135.523) --- ActiveFlash-1 [task] ID00074-Patser (1.104 sec) execution
(135.523, 136.752) --- ActiveFlash-1 [task] ID00044-Patser (1.229 sec) execution
(136.752, 137.770) --- ActiveFlash-1 [task] ID00050-Patser (1.018 sec) execution
(137.770, 138.916) --- ActiveFlash-1 [task] ID00046-Patser (1.145 sec) execution
(138.916, 140.653) --- ActiveFlash-1 [task] ID00042-Patser (1.737 sec) execution
(140.653, 141.793) --- ActiveFlash-1 [task] ID00038-Patser (1.141 sec) execution
(141.793, 143.349) --- ActiveFlash-1 [task] ID00012-Patser (1.556 sec) execution
(143.349, 144.481) --- ActiveFlash-1 [task] ID00072-Patser (1.132 sec) execution
(144.481, 145.582) --- ActiveFlash-1 [task] ID00048-Patser (1.101 sec) execution
(145.582, 146.688) --- ActiveFlash-1 [task] ID00040-Patser (1.107 sec) execution
(146.688, 148.401) --- ActiveFlash-1 [task] ID00078-Patser (1.713 sec) execution
(148.401, 149.884) --- ActiveFlash-1 [task] ID00036-Patser (1.482 sec) execution
(149.884, 151.619) --- ActiveFlash-1 [task] ID00066-Patser (1.736 sec) execution
(151.619, 152.811) --- ActiveFlash-1 [task] ID00070-Patser (1.191 sec) execution
(152.811, 153.591) --- ActiveFlash-1 [task] ID00010-Patser (0.781 sec) execution
(153.591, 154.417) --- ActiveFlash-1 [task] ID00016-Patser (0.825 sec) execution
(154.417, 155.342) --- ActiveFlash-1 [task] ID00014-Patser (0.925 sec) execution
(155.342, 156.662) --- ActiveFlash-1 [task] ID00034-Patser (1.319 sec) execution
(156.662, 157.804) --- ActiveFlash-1 [task] ID00002-Patser (1.142 sec) execution
(157.804, 158.689) --- ActiveFlash-1 [task] ID00018-Patser (0.885 sec) execution
(158.689, 159.745) --- ActiveFlash-1 [task] ID00080-Patser (1.056 sec) execution
(159.745, 161.199) --- ActiveFlash-1 [task] ID00068-Patser (1.454 sec) execution
(161.199, 162.080) --- ActiveFlash-1 [task] ID00052-Patser (0.881 sec) execution
(162.080, 162.990) --- ActiveFlash-1 [task] ID00084-Patser (0.910 sec) execution
(162.990, 164.047) --- ActiveFlash-1 [task] ID00076-Patser (1.058 sec) execution
(164.047, 165.049) --- ActiveFlash-1 [task] ID00032-Patser (1.002 sec) execution
(165.049, 166.259) --- ActiveFlash-1 [task] ID00004-Patser (1.210 sec) execution
(166.259, 167.129) --- ActiveFlash-1 [task] ID00082-Patser (0.870 sec) execution
(167.129, 168.359) --- ActiveFlash-1 [task] ID00008-Patser (1.230 sec) execution
(168.359, 202.524) --- ActiveFlash-1 [task] ID00056-Transterm (34.165 sec) execution
(202.524, 230.745) --- ActiveFlash-1 [task] ID00022-Transterm (28.220 sec) execution
