(0.000, 0.000) --- ActiveFlash-0 [init] None
(0.000, 0.000) --- ActiveFlash-2 [init] None
(0.000, 0.000) --- ActiveFS [init] None
(0.000, 0.000) --- ActiveFlash-1 [init] None
(0.000, 0.000) --- ActiveFlash-3 [init] None
(0.000, 1.200) --- ActiveFS [transfer] ID00059-Patser(1) transfers [('patser.in', 14, 2), ('alphabet', 16, 0)]
(0.000, 1.200) --- ActiveFS [transfer] ID00007-Patser(1) transfers [('patser.in', 14, 2), ('alphabet', 16, 0)]
(0.000, 1.200) --- ActiveFS [transfer] ID00055-Patser(1) transfers [('patser.in', 14, 2), ('alphabet', 16, 0)]
(0.000, 1.200) --- ActiveFS [transfer] ID00031-Patser(1) transfers [('patser.in', 14, 2), ('alphabet', 16, 0)]
(0.000, 1.200) --- ActiveFS [transfer] ID00063-Patser(1) transfers [('patser.in', 14, 2), ('alphabet', 16, 0)]
(0.000, 1.200) --- ActiveFS [transfer] ID00003-Patser(1) transfers [('patser.in', 14, 2), ('alphabet', 16, 0)]
(0.000, 1.200) --- ActiveFS [transfer] ID00035-Patser(1) transfers [('patser.in', 14, 2), ('alphabet', 16, 0)]
(0.000, 1.200) --- ActiveFS [transfer] ID00011-Patser(1) transfers [('patser.in', 14, 2), ('alphabet', 16, 0)]
(0.000, 1.200) --- ActiveFS [transfer] ID00027-Patser(1) transfers [('patser.in', 14, 2), ('alphabet', 16, 0)]
(0.000, 1.200) --- ActiveFS [transfer] ID00051-Patser(1) transfers [('patser.in', 14, 2), ('alphabet', 16, 0)]
(0.000, 1.207) --- ActiveFS [transfer] ID00041-Transterm(1) transfers [('expterm.dat', 45788, 0), ('NC_0025AG05.ptt', 320523, 3)]
(0.000, 1.207) --- ActiveFS [transfer] ID00015-Transterm(1) transfers [('expterm.dat', 45788, 0), ('NC_0025AG05.ptt', 320523, 3)]
(0.000, 1.207) --- ActiveFS [transfer] ID00068-Transterm(1) transfers [('expterm.dat', 45788, 0), ('NC_0025AG05.ptt', 320523, 3)]
(0.000, 1.803) --- ActiveFS [transfer] ID00054-Patser(1) transfers [('patser.in', 14, 2), ('alphabet', 16, 0), ('ID00054_matrix.txt', 170917, 0)]
(0.000, 1.803) --- ActiveFS [transfer] ID00005-Patser(1) transfers [('patser.in', 14, 2), ('alphabet', 16, 0), ('ID00005_matrix.txt', 170917, 3)]
(0.000, 1.803) --- ActiveFS [transfer] ID00038-Patser(1) transfers [('patser.in', 14, 2), ('alphabet', 16, 0), ('ID00038_matrix.txt', 170917, 0)]
(0.000, 1.803) --- ActiveFS [transfer] ID00065-Patser(1) transfers [('patser.in', 14, 2), ('alphabet', 16, 0), ('ID00065_matrix.txt', 170917, 3)]
(0.000, 1.803) --- ActiveFS [transfer] ID00052-Patser(1) transfers [('patser.in', 14, 2), ('alphabet', 16, 0), ('ID00052_matrix.txt', 170917, 2)]
(0.000, 1.803) --- ActiveFS [transfer] ID00012-Patser(1) transfers [('patser.in', 14, 2), ('alphabet', 16, 0), ('ID00012_matrix.txt', 170917, 2)]
(0.000, 1.803) --- ActiveFS [transfer] ID00029-Patser(1) transfers [('patser.in', 14, 2), ('alphabet', 16, 0), ('ID00029_matrix.txt', 170917, 3)]
(0.000, 1.803) --- ActiveFS [transfer] ID00056-Patser(1) transfers [('patser.in', 14, 2), ('alphabet', 16, 0), ('ID00056_matrix.txt', 170917, 2)]
(0.000, 1.803) --- ActiveFS [transfer] ID00037-Patser(1) transfers [('patser.in', 14, 2), ('alphabet', 16, 0), ('ID00037_matrix.txt', 170917, 3)]
(0.000, 1.803) --- ActiveFS [transfer] ID00032-Patser(1) transfers [('patser.in', 14, 2), ('alphabet', 16, 0), ('ID00032_matrix.txt', 170917, 2)]
(0.000, 1.803) --- ActiveFS [transfer] ID00028-Patser(1) transfers [('patser.in', 14, 2), ('alphabet', 16, 0), ('ID00028_matrix.txt', 170917, 2)]
(0.000, 1.803) --- ActiveFS [transfer] ID00025-Patser(1) transfers [('patser.in', 14, 2), ('alphabet', 16, 0), ('ID00025_matrix.txt', 170917, 3)]
(0.000, 1.803) --- ActiveFS [transfer] ID00006-Patser(1) transfers [('patser.in', 14, 2), ('alphabet', 16, 0), ('ID00006_matrix.txt', 170917, 0)]
(0.000, 1.803) --- ActiveFS [transfer] ID00061-Patser(1) transfers [('patser.in', 14, 2), ('alphabet', 16, 0), ('ID00061_matrix.txt', 170917, 3)]
(0.000, 1.803) --- ActiveFS [transfer] ID00030-Patser(1) transfers [('patser.in', 14, 2), ('alphabet', 16, 0), ('ID00030_matrix.txt', 170917, 0)]
(0.000, 1.803) --- ActiveFS [transfer] ID00010-Patser(1) transfers [('patser.in', 14, 2), ('alphabet', 16, 0), ('ID00010_matrix.txt', 170917, 0)]
(0.000, 1.803) --- ActiveFS [transfer] ID00004-Patser(1) transfers [('patser.in', 14, 2), ('alphabet', 16, 0), ('ID00004_matrix.txt', 170917, 2)]
(0.000, 1.803) --- ActiveFS [transfer] ID00034-Patser(1) transfers [('patser.in', 14, 2), ('alphabet', 16, 0), ('ID00034_matrix.txt', 170917, 0)]
(0.000, 1.803) --- ActiveFS [transfer] ID00060-Patser(1) transfers [('patser.in', 14, 2), ('alphabet', 16, 0), ('ID00060_matrix.txt', 170917, 2)]
(0.000, 1.803) --- ActiveFS [transfer] ID00001-Patser(1) transfers [('patser.in', 14, 2), ('alphabet', 16, 0), ('ID00001_matrix.txt', 170917, 3)]
(0.000, 1.803) --- ActiveFS [transfer] ID00057-Patser(1) transfers [('patser.in', 14, 2), ('alphabet', 16, 0), ('ID00057_matrix.txt', 170917, 3)]
(0.000, 1.803) --- ActiveFS [transfer] ID00002-Patser(1) transfers [('patser.in', 14, 2), ('alphabet', 16, 0), ('ID00002_matrix.txt', 170917, 0)]
(0.000, 1.803) --- ActiveFS [transfer] ID00053-Patser(1) transfers [('patser.in', 14, 2), ('alphabet', 16, 0), ('ID00053_matrix.txt', 170917, 3)]
(0.000, 1.803) --- ActiveFS [transfer] ID00008-Patser(1) transfers [('patser.in', 14, 2), ('alphabet', 16, 0), ('ID00008_matrix.txt', 170917, 2)]
(0.000, 1.803) --- ActiveFS [transfer] ID00036-Patser(1) transfers [('patser.in', 14, 2), ('alphabet', 16, 0), ('ID00036_matrix.txt', 170917, 2)]
(0.000, 1.803) --- ActiveFS [transfer] ID00064-Patser(1) transfers [('patser.in', 14, 2), ('alphabet', 16, 0), ('ID00064_matrix.txt', 170917, 2)]
(0.000, 1.803) --- ActiveFS [transfer] ID00009-Patser(1) transfers [('patser.in', 14, 2), ('alphabet', 16, 0), ('ID00009_matrix.txt', 170917, 3)]
(0.000, 1.803) --- ActiveFS [transfer] ID00062-Patser(1) transfers [('patser.in', 14, 2), ('alphabet', 16, 0), ('ID00062_matrix.txt', 170917, 0)]
(0.000, 1.803) --- ActiveFS [transfer] ID00058-Patser(1) transfers [('patser.in', 14, 2), ('alphabet', 16, 0), ('ID00058_matrix.txt', 170917, 0)]
(0.000, 1.803) --- ActiveFS [transfer] ID00033-Patser(1) transfers [('patser.in', 14, 2), ('alphabet', 16, 0), ('ID00033_matrix.txt', 170917, 3)]
(0.000, 1.803) --- ActiveFS [transfer] ID00026-Patser(1) transfers [('patser.in', 14, 2), ('alphabet', 16, 0), ('ID00026_matrix.txt', 170917, 0)]
(0.000, 2.401) --- ActiveFS [transfer] ID00014-RNAMotif(1) transfers [('RNAMofficial_descriptor.txt', 17626, 3)]
(0.000, 2.401) --- ActiveFS [transfer] ID00040-RNAMotif(1) transfers [('RNAMofficial_descriptor.txt', 17626, 3)]
(0.000, 2.401) --- ActiveFS [transfer] ID00067-RNAMotif(1) transfers [('RNAMofficial_descriptor.txt', 17626, 3)]
(0.000, 2.446) --- ActiveFS [transfer] ID00039-Findterm(1) transfers [('RNAfold', 591942, 0)]
(0.000, 2.446) --- ActiveFS [transfer] ID00013-Findterm(1) transfers [('RNAfold', 591942, 0)]
(0.000, 2.446) --- ActiveFS [transfer] ID00066-Findterm(1) transfers [('RNAfold', 591942, 0)]
(1.200, 2.887) --- ActiveFlash-1 [task] ID00011-Patser (1.687 sec) execution
(2.887, 3.958) --- ActiveFlash-1 [task] ID00063-Patser (1.071 sec) execution
(3.958, 5.379) --- ActiveFlash-1 [task] ID00051-Patser (1.421 sec) execution
(5.379, 6.596) --- ActiveFlash-1 [task] ID00055-Patser (1.218 sec) execution
(6.596, 8.009) --- ActiveFlash-1 [task] ID00027-Patser (1.413 sec) execution
(8.009, 8.767) --- ActiveFlash-1 [task] ID00003-Patser (0.758 sec) execution
(8.767, 9.907) --- ActiveFlash-1 [task] ID00031-Patser (1.140 sec) execution
(9.907, 11.680) --- ActiveFlash-1 [task] ID00059-Patser (1.773 sec) execution
(11.680, 12.507) --- ActiveFlash-1 [task] ID00035-Patser (0.827 sec) execution
(12.507, 13.389) --- ActiveFlash-1 [task] ID00007-Patser (0.883 sec) execution
(13.389, 81.064) --- ActiveFlash-1 [task] ID00068-Transterm (67.675 sec) execution
(81.064, 123.208) --- ActiveFlash-1 [task] ID00041-Transterm (42.143 sec) execution
(123.208, 183.523) --- ActiveFlash-1 [task] ID00015-Transterm (60.315 sec) execution
(183.523, 184.670) --- ActiveFlash-1 [task] ID00054-Patser (1.147 sec) execution
(184.670, 186.160) --- ActiveFlash-1 [task] ID00005-Patser (1.490 sec) execution
(186.160, 187.874) --- ActiveFlash-1 [task] ID00038-Patser (1.715 sec) execution
(187.874, 189.261) --- ActiveFlash-1 [task] ID00065-Patser (1.387 sec) execution
(189.261, 191.070) --- ActiveFlash-1 [task] ID00052-Patser (1.809 sec) execution
(191.070, 192.867) --- ActiveFlash-1 [task] ID00012-Patser (1.798 sec) execution
(192.867, 193.602) --- ActiveFlash-1 [task] ID00029-Patser (0.735 sec) execution
(193.602, 194.670) --- ActiveFlash-1 [task] ID00056-Patser (1.068 sec) execution
(194.670, 196.144) --- ActiveFlash-1 [task] ID00037-Patser (1.474 sec) execution
(196.144, 196.825) --- ActiveFlash-1 [task] ID00032-Patser (0.681 sec) execution
(196.825, 197.829) --- ActiveFlash-1 [task] ID00028-Patser (1.004 sec) execution
(197.829, 198.712) --- ActiveFlash-1 [task] ID00025-Patser (0.882 sec) execution
(198.712, 199.820) --- ActiveFlash-1 [task] ID00006-Patser (1.109 sec) execution
(199.820, 200.905) --- ActiveFlash-1 [task] ID00061-Patser (1.085 sec) execution
(200.905, 202.092) --- ActiveFlash-1 [task] ID00030-Patser (1.187 sec) execution
(202.092, 203.405) --- ActiveFlash-1 [task] ID00010-Patser (1.313 sec) execution
(203.405, 204.953) --- ActiveFlash-1 [task] ID00004-Patser (1.549 sec) execution
(204.953, 205.949) --- ActiveFlash-1 [task] ID00034-Patser (0.996 sec) execution
(205.949, 207.002) --- ActiveFlash-1 [task] ID00060-Patser (1.052 sec) execution
(207.002, 207.892) --- ActiveFlash-1 [task] ID00001-Patser (0.890 sec) execution
(207.892, 209.112) --- ActiveFlash-1 [task] ID00057-Patser (1.220 sec) execution
(209.112, 209.803) --- ActiveFlash-1 [task] ID00002-Patser (0.692 sec) execution
(209.803, 211.383) --- ActiveFlash-1 [task] ID00053-Patser (1.579 sec) execution
(211.383, 212.352) --- ActiveFlash-1 [task] ID00008-Patser (0.969 sec) execution
(212.352, 213.473) --- ActiveFlash-1 [task] ID00036-Patser (1.122 sec) execution
(213.473, 214.569) --- ActiveFlash-1 [task] ID00064-Patser (1.095 sec) execution
(214.569, 216.420) --- ActiveFlash-1 [task] ID00009-Patser (1.851 sec) execution
(216.420, 218.025) --- ActiveFlash-1 [task] ID00062-Patser (1.605 sec) execution
(218.025, 219.401) --- ActiveFlash-1 [task] ID00058-Patser (1.376 sec) execution
(219.401, 220.917) --- ActiveFlash-1 [task] ID00033-Patser (1.516 sec) execution
(220.917, 222.136) --- ActiveFlash-1 [task] ID00026-Patser (1.219 sec) execution
(222.136, 259.940) --- ActiveFlash-1 [task] ID00014-RNAMotif (37.804 sec) execution
(259.940, 296.951) --- ActiveFlash-1 [task] ID00040-RNAMotif (37.011 sec) execution
(296.951, 331.446) --- ActiveFlash-1 [task] ID00067-RNAMotif (34.495 sec) execution
