(0.000, 0.000) --- ActiveFlash-0 [init] None
(0.000, 0.000) --- ActiveFlash-2 [init] None
(0.000, 0.000) --- ActiveFlash-6 [init] None
(0.000, 0.000) --- ActiveFS [init] None
(0.000, 0.000) --- ActiveFlash-5 [init] None
(0.000, 0.000) --- ActiveFlash-7 [init] None
(0.000, 0.000) --- ActiveFlash-4 [init] None
(0.000, 0.000) --- ActiveFlash-1 [init] None
(0.000, 0.000) --- ActiveFlash-3 [init] None
(0.000, 1.200) --- ActiveFS [transfer] ID00007-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 2)]
(0.000, 1.200) --- ActiveFS [transfer] ID00015-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 2)]
(0.000, 1.200) --- ActiveFS [transfer] ID00051-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 2)]
(0.000, 1.200) --- ActiveFS [transfer] ID00079-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 2)]
(0.000, 1.200) --- ActiveFS [transfer] ID00071-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 2)]
(0.000, 1.200) --- ActiveFS [transfer] ID00043-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 2)]
(0.000, 1.200) --- ActiveFS [transfer] ID00035-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 2)]
(0.000, 1.207) --- ActiveFS [transfer] ID00022-Transterm(1) transfers [('expterm.dat', 45788, 6), ('NC_0025AG05.ptt', 326807, 3)]
(0.000, 1.207) --- ActiveFS [transfer] ID00088-Transterm(1) transfers [('expterm.dat', 45788, 6), ('NC_0025AG05.ptt', 326807, 3)]
(0.000, 1.207) --- ActiveFS [transfer] ID00056-Transterm(1) transfers [('expterm.dat', 45788, 6), ('NC_0025AG05.ptt', 326807, 3)]
(0.000, 1.803) --- ActiveFS [transfer] ID00038-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 2), ('ID00038_matrix.txt', 170917, 4)]
(0.000, 1.803) --- ActiveFS [transfer] ID00010-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 2), ('ID00010_matrix.txt', 170917, 4)]
(0.000, 1.803) --- ActiveFS [transfer] ID00042-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 2), ('ID00042_matrix.txt', 170917, 0)]
(0.000, 1.803) --- ActiveFS [transfer] ID00047-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 2), ('ID00047_matrix.txt', 170917, 5)]
(0.000, 1.803) --- ActiveFS [transfer] ID00006-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 2), ('ID00006_matrix.txt', 170917, 0)]
(0.000, 1.803) --- ActiveFS [transfer] ID00048-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 2), ('ID00048_matrix.txt', 170917, 6)]
(0.000, 1.803) --- ActiveFS [transfer] ID00003-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 2), ('ID00003_matrix.txt', 170917, 5)]
(0.000, 1.803) --- ActiveFS [transfer] ID00002-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 2), ('ID00002_matrix.txt', 170917, 4)]
(0.000, 1.803) --- ActiveFS [transfer] ID00017-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 2), ('ID00017_matrix.txt', 170917, 3)]
(0.000, 1.803) --- ActiveFS [transfer] ID00040-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 2), ('ID00040_matrix.txt', 170917, 6)]
(0.000, 1.803) --- ActiveFS [transfer] ID00012-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 2), ('ID00012_matrix.txt', 170917, 6)]
(0.000, 1.803) --- ActiveFS [transfer] ID00053-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 2), ('ID00053_matrix.txt', 170917, 3)]
(0.000, 1.803) --- ActiveFS [transfer] ID00083-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 2), ('ID00083_matrix.txt', 170917, 5)]
(0.000, 1.803) --- ActiveFS [transfer] ID00018-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 2), ('ID00018_matrix.txt', 170917, 4)]
(0.000, 1.803) --- ActiveFS [transfer] ID00036-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 2), ('ID00036_matrix.txt', 170917, 2)]
(0.000, 1.803) --- ActiveFS [transfer] ID00073-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 2), ('ID00073_matrix.txt', 170917, 3)]
(0.000, 1.803) --- ActiveFS [transfer] ID00045-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 2), ('ID00045_matrix.txt', 170917, 3)]
(0.000, 1.803) --- ActiveFS [transfer] ID00070-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 2), ('ID00070_matrix.txt', 170917, 0)]
(0.000, 1.803) --- ActiveFS [transfer] ID00009-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 2), ('ID00009_matrix.txt', 170917, 3)]
(0.000, 1.803) --- ActiveFS [transfer] ID00014-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 2), ('ID00014_matrix.txt', 170917, 0)]
(0.000, 1.803) --- ActiveFS [transfer] ID00069-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 2), ('ID00069_matrix.txt', 170917, 7)]
(0.000, 1.803) --- ActiveFS [transfer] ID00041-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 2), ('ID00041_matrix.txt', 170917, 7)]
(0.000, 1.803) --- ActiveFS [transfer] ID00013-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 2), ('ID00013_matrix.txt', 170917, 7)]
(0.000, 1.803) --- ActiveFS [transfer] ID00068-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 2), ('ID00068_matrix.txt', 170917, 6)]
(0.000, 1.803) --- ActiveFS [transfer] ID00052-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 2), ('ID00052_matrix.txt', 170917, 2)]
(0.000, 1.803) --- ActiveFS [transfer] ID00019-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 2), ('ID00019_matrix.txt', 170917, 5)]
(0.000, 1.803) --- ActiveFS [transfer] ID00050-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 2), ('ID00050_matrix.txt', 170917, 0)]
(0.000, 1.803) --- ActiveFS [transfer] ID00076-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 2), ('ID00076_matrix.txt', 170917, 6)]
(0.000, 1.803) --- ActiveFS [transfer] ID00085-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 2), ('ID00085_matrix.txt', 170917, 7)]
(0.000, 1.803) --- ActiveFS [transfer] ID00066-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 2), ('ID00066_matrix.txt', 170917, 4)]
(0.000, 1.803) --- ActiveFS [transfer] ID00082-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 2), ('ID00082_matrix.txt', 170917, 4)]
(0.000, 1.803) --- ActiveFS [transfer] ID00008-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 2), ('ID00008_matrix.txt', 170917, 2)]
(0.000, 1.803) --- ActiveFS [transfer] ID00037-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 2), ('ID00037_matrix.txt', 170917, 3)]
(0.000, 1.803) --- ActiveFS [transfer] ID00011-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 2), ('ID00011_matrix.txt', 170917, 5)]
(0.000, 1.803) --- ActiveFS [transfer] ID00078-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 2), ('ID00078_matrix.txt', 170917, 0)]
(0.000, 1.803) --- ActiveFS [transfer] ID00033-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 2), ('ID00033_matrix.txt', 170917, 7)]
(0.000, 1.803) --- ActiveFS [transfer] ID00044-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 2), ('ID00044_matrix.txt', 170917, 2)]
(0.000, 1.803) --- ActiveFS [transfer] ID00001-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 2), ('ID00001_matrix.txt', 170917, 3)]
(0.000, 1.803) --- ActiveFS [transfer] ID00004-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 2), ('ID00004_matrix.txt', 170917, 6)]
(0.000, 1.803) --- ActiveFS [transfer] ID00016-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 2), ('ID00016_matrix.txt', 170917, 2)]
(0.000, 1.803) --- ActiveFS [transfer] ID00034-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 2), ('ID00034_matrix.txt', 170917, 0)]
(0.000, 1.803) --- ActiveFS [transfer] ID00081-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 2), ('ID00081_matrix.txt', 170917, 3)]
(0.000, 1.803) --- ActiveFS [transfer] ID00072-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 2), ('ID00072_matrix.txt', 170917, 2)]
(0.000, 1.803) --- ActiveFS [transfer] ID00049-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 2), ('ID00049_matrix.txt', 170917, 7)]
(0.000, 1.803) --- ActiveFS [transfer] ID00080-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 2), ('ID00080_matrix.txt', 170917, 2)]
(0.000, 1.803) --- ActiveFS [transfer] ID00075-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 2), ('ID00075_matrix.txt', 170917, 5)]
(0.000, 1.803) --- ActiveFS [transfer] ID00005-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 2), ('ID00005_matrix.txt', 170917, 7)]
(0.000, 1.803) --- ActiveFS [transfer] ID00067-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 2), ('ID00067_matrix.txt', 170917, 5)]
(0.000, 1.803) --- ActiveFS [transfer] ID00084-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 2), ('ID00084_matrix.txt', 170917, 6)]
(0.000, 1.803) --- ActiveFS [transfer] ID00077-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 2), ('ID00077_matrix.txt', 170917, 7)]
(0.000, 1.803) --- ActiveFS [transfer] ID00046-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 2), ('ID00046_matrix.txt', 170917, 4)]
(0.000, 1.803) --- ActiveFS [transfer] ID00074-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 2), ('ID00074_matrix.txt', 170917, 4)]
(0.000, 1.803) --- ActiveFS [transfer] ID00039-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 2), ('ID00039_matrix.txt', 170917, 5)]
(0.000, 1.803) --- ActiveFS [transfer] ID00032-Patser(1) transfers [('patser.in', 14, 0), ('alphabet', 16, 2), ('ID00032_matrix.txt', 170917, 6)]
(0.000, 2.401) --- ActiveFS [transfer] ID00021-RNAMotif(1) transfers [('RNAMofficial_descriptor.txt', 17626, 5)]
(0.000, 2.401) --- ActiveFS [transfer] ID00055-RNAMotif(1) transfers [('RNAMofficial_descriptor.txt', 17626, 5)]
(0.000, 2.401) --- ActiveFS [transfer] ID00087-RNAMotif(1) transfers [('RNAMofficial_descriptor.txt', 17626, 5)]
(0.000, 2.446) --- ActiveFS [transfer] ID00086-Findterm(1) transfers [('RNAfold', 591942, 6)]
(0.000, 2.446) --- ActiveFS [transfer] ID00020-Findterm(1) transfers [('RNAfold', 591942, 6)]
(0.000, 2.446) --- ActiveFS [transfer] ID00054-Findterm(1) transfers [('RNAfold', 591942, 6)]
(1.200, 2.452) --- ActiveFlash-1 [task] ID00071-Patser (1.252 sec) execution
(2.452, 3.550) --- ActiveFlash-1 [task] ID00043-Patser (1.098 sec) execution
(3.550, 5.415) --- ActiveFlash-1 [task] ID00051-Patser (1.865 sec) execution
(5.415, 6.532) --- ActiveFlash-1 [task] ID00035-Patser (1.118 sec) execution
(6.532, 7.707) --- ActiveFlash-1 [task] ID00079-Patser (1.175 sec) execution
(7.707, 8.849) --- ActiveFlash-1 [task] ID00015-Patser (1.142 sec) execution
(8.849, 10.207) --- ActiveFlash-1 [task] ID00007-Patser (1.358 sec) execution
(10.207, 44.372) --- ActiveFlash-1 [task] ID00056-Transterm (34.165 sec) execution
(44.372, 72.593) --- ActiveFlash-1 [task] ID00022-Transterm (28.220 sec) execution
(72.593, 115.600) --- ActiveFlash-1 [task] ID00088-Transterm (43.008 sec) execution
(115.600, 116.741) --- ActiveFlash-1 [task] ID00038-Patser (1.141 sec) execution
(116.741, 117.522) --- ActiveFlash-1 [task] ID00010-Patser (0.781 sec) execution
(117.522, 119.259) --- ActiveFlash-1 [task] ID00042-Patser (1.737 sec) execution
(119.259, 120.972) --- ActiveFlash-1 [task] ID00047-Patser (1.713 sec) execution
(120.972, 122.316) --- ActiveFlash-1 [task] ID00006-Patser (1.344 sec) execution
(122.316, 123.417) --- ActiveFlash-1 [task] ID00048-Patser (1.101 sec) execution
(123.417, 124.371) --- ActiveFlash-1 [task] ID00003-Patser (0.954 sec) execution
(124.371, 125.513) --- ActiveFlash-1 [task] ID00002-Patser (1.142 sec) execution
(125.513, 126.726) --- ActiveFlash-1 [task] ID00017-Patser (1.212 sec) execution
(126.726, 127.832) --- ActiveFlash-1 [task] ID00040-Patser (1.107 sec) execution
(127.832, 129.388) --- ActiveFlash-1 [task] ID00012-Patser (1.556 sec) execution
(129.388, 130.213) --- ActiveFlash-1 [task] ID00053-Patser (0.824 sec) execution
(130.213, 132.108) --- ActiveFlash-1 [task] ID00083-Patser (1.895 sec) execution
(132.108, 132.993) --- ActiveFlash-1 [task] ID00018-Patser (0.885 sec) execution
(132.993, 134.475) --- ActiveFlash-1 [task] ID00036-Patser (1.482 sec) execution
(134.475, 135.697) --- ActiveFlash-1 [task] ID00073-Patser (1.222 sec) execution
(135.697, 136.353) --- ActiveFlash-1 [task] ID00045-Patser (0.655 sec) execution
(136.353, 137.544) --- ActiveFlash-1 [task] ID00070-Patser (1.191 sec) execution
(137.544, 138.374) --- ActiveFlash-1 [task] ID00009-Patser (0.830 sec) execution
(138.374, 139.299) --- ActiveFlash-1 [task] ID00014-Patser (0.925 sec) execution
(139.299, 140.871) --- ActiveFlash-1 [task] ID00069-Patser (1.572 sec) execution
(140.871, 141.755) --- ActiveFlash-1 [task] ID00041-Patser (0.884 sec) execution
(141.755, 142.694) --- ActiveFlash-1 [task] ID00013-Patser (0.939 sec) execution
(142.694, 144.148) --- ActiveFlash-1 [task] ID00068-Patser (1.454 sec) execution
(144.148, 145.029) --- ActiveFlash-1 [task] ID00052-Patser (0.881 sec) execution
(145.029, 146.492) --- ActiveFlash-1 [task] ID00019-Patser (1.462 sec) execution
(146.492, 147.510) --- ActiveFlash-1 [task] ID00050-Patser (1.018 sec) execution
(147.510, 148.568) --- ActiveFlash-1 [task] ID00076-Patser (1.058 sec) execution
(148.568, 150.085) --- ActiveFlash-1 [task] ID00085-Patser (1.518 sec) execution
(150.085, 151.821) --- ActiveFlash-1 [task] ID00066-Patser (1.736 sec) execution
(151.821, 152.691) --- ActiveFlash-1 [task] ID00082-Patser (0.870 sec) execution
(152.691, 153.921) --- ActiveFlash-1 [task] ID00008-Patser (1.230 sec) execution
(153.921, 154.844) --- ActiveFlash-1 [task] ID00037-Patser (0.923 sec) execution
(154.844, 156.113) --- ActiveFlash-1 [task] ID00011-Patser (1.269 sec) execution
(156.113, 157.827) --- ActiveFlash-1 [task] ID00078-Patser (1.713 sec) execution
(157.827, 159.334) --- ActiveFlash-1 [task] ID00033-Patser (1.508 sec) execution
(159.334, 160.563) --- ActiveFlash-1 [task] ID00044-Patser (1.229 sec) execution
(160.563, 161.460) --- ActiveFlash-1 [task] ID00001-Patser (0.897 sec) execution
(161.460, 162.669) --- ActiveFlash-1 [task] ID00004-Patser (1.210 sec) execution
(162.669, 163.495) --- ActiveFlash-1 [task] ID00016-Patser (0.825 sec) execution
(163.495, 164.814) --- ActiveFlash-1 [task] ID00034-Patser (1.319 sec) execution
(164.814, 166.234) --- ActiveFlash-1 [task] ID00081-Patser (1.420 sec) execution
(166.234, 167.366) --- ActiveFlash-1 [task] ID00072-Patser (1.132 sec) execution
(167.366, 168.393) --- ActiveFlash-1 [task] ID00049-Patser (1.027 sec) execution
(168.393, 169.449) --- ActiveFlash-1 [task] ID00080-Patser (1.056 sec) execution
(169.449, 170.964) --- ActiveFlash-1 [task] ID00075-Patser (1.515 sec) execution
(170.964, 172.599) --- ActiveFlash-1 [task] ID00005-Patser (1.635 sec) execution
(172.599, 174.025) --- ActiveFlash-1 [task] ID00067-Patser (1.426 sec) execution
(174.025, 174.935) --- ActiveFlash-1 [task] ID00084-Patser (0.910 sec) execution
(174.935, 176.553) --- ActiveFlash-1 [task] ID00077-Patser (1.618 sec) execution
(176.553, 177.698) --- ActiveFlash-1 [task] ID00046-Patser (1.145 sec) execution
(177.698, 178.802) --- ActiveFlash-1 [task] ID00074-Patser (1.104 sec) execution
(178.802, 180.360) --- ActiveFlash-1 [task] ID00039-Patser (1.558 sec) execution
(180.360, 181.362) --- ActiveFlash-1 [task] ID00032-Patser (1.002 sec) execution
(181.362, 208.111) --- ActiveFlash-1 [task] ID00087-RNAMotif (26.749 sec) execution
(208.111, 244.602) --- ActiveFlash-1 [task] ID00021-RNAMotif (36.491 sec) execution
(244.602, 274.952) --- ActiveFlash-1 [task] ID00055-RNAMotif (30.351 sec) execution
