(0.000, 0.000) --- ActiveFlash-0 [init] None
(0.000, 0.000) --- ActiveFlash-2 [init] None
(0.000, 0.000) --- ActiveFS [init] None
(0.000, 0.000) --- ActiveFlash-1 [init] None
(0.000, 0.000) --- ActiveFlash-3 [init] None
(0.000, 1.200) --- ActiveFS [transfer] ID00009-Patser(3) transfers [('patser.in', 14, 2), ('alphabet', 16, 0)]
(0.000, 1.200) --- ActiveFS [transfer] ID00065-Patser(3) transfers [('patser.in', 14, 2), ('alphabet', 16, 0)]
(0.000, 1.200) --- ActiveFS [transfer] ID00037-Patser(3) transfers [('patser.in', 14, 2), ('alphabet', 16, 0)]
(0.000, 1.200) --- ActiveFS [transfer] ID00017-Patser(3) transfers [('patser.in', 14, 2), ('alphabet', 16, 0)]
(0.000, 1.200) --- ActiveFS [transfer] ID00057-Patser(3) transfers [('patser.in', 14, 2), ('alphabet', 16, 0)]
(0.000, 1.200) --- ActiveFS [transfer] ID00005-Patser(3) transfers [('patser.in', 14, 2), ('alphabet', 16, 0)]
(0.000, 1.200) --- ActiveFS [transfer] ID00041-Patser(3) transfers [('patser.in', 14, 2), ('alphabet', 16, 0)]
(0.000, 1.200) --- ActiveFS [transfer] ID00073-Patser(3) transfers [('patser.in', 14, 2), ('alphabet', 16, 0)]
(0.000, 1.200) --- ActiveFS [transfer] ID00069-Patser(3) transfers [('patser.in', 14, 2), ('alphabet', 16, 0)]
(0.000, 1.200) --- ActiveFS [transfer] ID00001-Patser(3) transfers [('patser.in', 14, 2), ('alphabet', 16, 0)]
(0.000, 1.200) --- ActiveFS [transfer] ID00061-Patser(3) transfers [('patser.in', 14, 2), ('alphabet', 16, 0)]
(0.000, 1.200) --- ActiveFS [transfer] ID00033-Patser(3) transfers [('patser.in', 14, 2), ('alphabet', 16, 0)]
(0.000, 1.200) --- ActiveFS [transfer] ID00013-Patser(3) transfers [('patser.in', 14, 2), ('alphabet', 16, 0)]
(0.000, 1.207) --- ActiveFS [transfer] ID00078-Transterm(3) transfers [('expterm.dat', 45788, 0), ('NC_0025AG05.ptt', 314565, 1)]
(0.000, 1.207) --- ActiveFS [transfer] ID00020-Transterm(3) transfers [('expterm.dat', 45788, 0), ('NC_0025AG05.ptt', 314565, 1)]
(0.000, 1.207) --- ActiveFS [transfer] ID00047-Transterm(3) transfers [('expterm.dat', 45788, 0), ('NC_0025AG05.ptt', 314565, 1)]
(0.000, 1.803) --- ActiveFS [transfer] ID00035-Patser(3) transfers [('patser.in', 14, 2), ('alphabet', 16, 0), ('ID00035_matrix.txt', 170917, 1)]
(0.000, 1.803) --- ActiveFS [transfer] ID00074-Patser(3) transfers [('patser.in', 14, 2), ('alphabet', 16, 0), ('ID00074_matrix.txt', 170917, 0)]
(0.000, 1.803) --- ActiveFS [transfer] ID00012-Patser(3) transfers [('patser.in', 14, 2), ('alphabet', 16, 0), ('ID00012_matrix.txt', 170917, 2)]
(0.000, 1.803) --- ActiveFS [transfer] ID00008-Patser(3) transfers [('patser.in', 14, 2), ('alphabet', 16, 0), ('ID00008_matrix.txt', 170917, 2)]
(0.000, 1.803) --- ActiveFS [transfer] ID00062-Patser(3) transfers [('patser.in', 14, 2), ('alphabet', 16, 0), ('ID00062_matrix.txt', 170917, 0)]
(0.000, 1.803) --- ActiveFS [transfer] ID00067-Patser(3) transfers [('patser.in', 14, 2), ('alphabet', 16, 0), ('ID00067_matrix.txt', 170917, 1)]
(0.000, 1.803) --- ActiveFS [transfer] ID00058-Patser(3) transfers [('patser.in', 14, 2), ('alphabet', 16, 0), ('ID00058_matrix.txt', 170917, 0)]
(0.000, 1.803) --- ActiveFS [transfer] ID00014-Patser(3) transfers [('patser.in', 14, 2), ('alphabet', 16, 0), ('ID00014_matrix.txt', 170917, 0)]
(0.000, 1.803) --- ActiveFS [transfer] ID00072-Patser(3) transfers [('patser.in', 14, 2), ('alphabet', 16, 0), ('ID00072_matrix.txt', 170917, 2)]
(0.000, 1.803) --- ActiveFS [transfer] ID00039-Patser(3) transfers [('patser.in', 14, 2), ('alphabet', 16, 0), ('ID00039_matrix.txt', 170917, 1)]
(0.000, 1.803) --- ActiveFS [transfer] ID00015-Patser(3) transfers [('patser.in', 14, 2), ('alphabet', 16, 0), ('ID00015_matrix.txt', 170917, 1)]
(0.000, 1.803) --- ActiveFS [transfer] ID00071-Patser(3) transfers [('patser.in', 14, 2), ('alphabet', 16, 0), ('ID00071_matrix.txt', 170917, 1)]
(0.000, 1.803) --- ActiveFS [transfer] ID00059-Patser(3) transfers [('patser.in', 14, 2), ('alphabet', 16, 0), ('ID00059_matrix.txt', 170917, 1)]
(0.000, 1.803) --- ActiveFS [transfer] ID00002-Patser(3) transfers [('patser.in', 14, 2), ('alphabet', 16, 0), ('ID00002_matrix.txt', 170917, 0)]
(0.000, 1.803) --- ActiveFS [transfer] ID00036-Patser(3) transfers [('patser.in', 14, 2), ('alphabet', 16, 0), ('ID00036_matrix.txt', 170917, 2)]
(0.000, 1.803) --- ActiveFS [transfer] ID00042-Patser(3) transfers [('patser.in', 14, 2), ('alphabet', 16, 0), ('ID00042_matrix.txt', 170917, 0)]
(0.000, 1.803) --- ActiveFS [transfer] ID00044-Patser(3) transfers [('patser.in', 14, 2), ('alphabet', 16, 0), ('ID00044_matrix.txt', 170917, 2)]
(0.000, 1.803) --- ActiveFS [transfer] ID00038-Patser(3) transfers [('patser.in', 14, 2), ('alphabet', 16, 0), ('ID00038_matrix.txt', 170917, 0)]
(0.000, 1.803) --- ActiveFS [transfer] ID00066-Patser(3) transfers [('patser.in', 14, 2), ('alphabet', 16, 0), ('ID00066_matrix.txt', 170917, 0)]
(0.000, 1.803) --- ActiveFS [transfer] ID00006-Patser(3) transfers [('patser.in', 14, 2), ('alphabet', 16, 0), ('ID00006_matrix.txt', 170917, 0)]
(0.000, 1.803) --- ActiveFS [transfer] ID00070-Patser(3) transfers [('patser.in', 14, 2), ('alphabet', 16, 0), ('ID00070_matrix.txt', 170917, 0)]
(0.000, 1.803) --- ActiveFS [transfer] ID00016-Patser(3) transfers [('patser.in', 14, 2), ('alphabet', 16, 0), ('ID00016_matrix.txt', 170917, 2)]
(0.000, 1.803) --- ActiveFS [transfer] ID00031-Patser(3) transfers [('patser.in', 14, 2), ('alphabet', 16, 0), ('ID00031_matrix.txt', 170917, 1)]
(0.000, 1.803) --- ActiveFS [transfer] ID00034-Patser(3) transfers [('patser.in', 14, 2), ('alphabet', 16, 0), ('ID00034_matrix.txt', 170917, 0)]
(0.000, 1.803) --- ActiveFS [transfer] ID00040-Patser(3) transfers [('patser.in', 14, 2), ('alphabet', 16, 0), ('ID00040_matrix.txt', 170917, 2)]
(0.000, 1.803) --- ActiveFS [transfer] ID00064-Patser(3) transfers [('patser.in', 14, 2), ('alphabet', 16, 0), ('ID00064_matrix.txt', 170917, 2)]
(0.000, 1.803) --- ActiveFS [transfer] ID00063-Patser(3) transfers [('patser.in', 14, 2), ('alphabet', 16, 0), ('ID00063_matrix.txt', 170917, 1)]
(0.000, 1.803) --- ActiveFS [transfer] ID00043-Patser(3) transfers [('patser.in', 14, 2), ('alphabet', 16, 0), ('ID00043_matrix.txt', 170917, 1)]
(0.000, 1.803) --- ActiveFS [transfer] ID00007-Patser(3) transfers [('patser.in', 14, 2), ('alphabet', 16, 0), ('ID00007_matrix.txt', 170917, 1)]
(0.000, 1.803) --- ActiveFS [transfer] ID00060-Patser(3) transfers [('patser.in', 14, 2), ('alphabet', 16, 0), ('ID00060_matrix.txt', 170917, 2)]
(0.000, 1.803) --- ActiveFS [transfer] ID00030-Patser(3) transfers [('patser.in', 14, 2), ('alphabet', 16, 0), ('ID00030_matrix.txt', 170917, 0)]
(0.000, 1.803) --- ActiveFS [transfer] ID00003-Patser(3) transfers [('patser.in', 14, 2), ('alphabet', 16, 0), ('ID00003_matrix.txt', 170917, 1)]
(0.000, 1.803) --- ActiveFS [transfer] ID00010-Patser(3) transfers [('patser.in', 14, 2), ('alphabet', 16, 0), ('ID00010_matrix.txt', 170917, 0)]
(0.000, 1.803) --- ActiveFS [transfer] ID00075-Patser(3) transfers [('patser.in', 14, 2), ('alphabet', 16, 0), ('ID00075_matrix.txt', 170917, 1)]
(0.000, 1.803) --- ActiveFS [transfer] ID00032-Patser(3) transfers [('patser.in', 14, 2), ('alphabet', 16, 0), ('ID00032_matrix.txt', 170917, 2)]
(0.000, 1.803) --- ActiveFS [transfer] ID00004-Patser(3) transfers [('patser.in', 14, 2), ('alphabet', 16, 0), ('ID00004_matrix.txt', 170917, 2)]
(0.000, 1.803) --- ActiveFS [transfer] ID00068-Patser(3) transfers [('patser.in', 14, 2), ('alphabet', 16, 0), ('ID00068_matrix.txt', 170917, 2)]
(0.000, 1.803) --- ActiveFS [transfer] ID00011-Patser(3) transfers [('patser.in', 14, 2), ('alphabet', 16, 0), ('ID00011_matrix.txt', 170917, 1)]
(0.000, 2.446) --- ActiveFS [transfer] ID00076-Findterm(3) transfers [('RNAfold', 591942, 0)]
(0.000, 2.446) --- ActiveFS [transfer] ID00045-Findterm(3) transfers [('RNAfold', 591942, 0)]
(0.000, 2.446) --- ActiveFS [transfer] ID00018-Findterm(3) transfers [('RNAfold', 591942, 0)]
(0.000, 18.633) --- ActiveFlash-3 [task] ID00046-RNAMotif (18.633 sec) execution
(18.633, 54.326) --- ActiveFlash-3 [task] ID00019-RNAMotif (35.693 sec) execution
(54.326, 88.265) --- ActiveFlash-3 [task] ID00077-RNAMotif (33.939 sec) execution
(88.265, 89.529) --- ActiveFlash-3 [task] ID00001-Patser (1.264 sec) execution
(89.529, 90.358) --- ActiveFlash-3 [task] ID00005-Patser (0.829 sec) execution
(90.358, 91.096) --- ActiveFlash-3 [task] ID00037-Patser (0.738 sec) execution
(91.096, 92.376) --- ActiveFlash-3 [task] ID00009-Patser (1.279 sec) execution
(92.376, 93.181) --- ActiveFlash-3 [task] ID00033-Patser (0.805 sec) execution
(93.181, 94.750) --- ActiveFlash-3 [task] ID00041-Patser (1.569 sec) execution
(94.750, 95.600) --- ActiveFlash-3 [task] ID00065-Patser (0.850 sec) execution
(95.600, 96.635) --- ActiveFlash-3 [task] ID00013-Patser (1.035 sec) execution
(96.635, 97.736) --- ActiveFlash-3 [task] ID00061-Patser (1.101 sec) execution
(97.736, 98.758) --- ActiveFlash-3 [task] ID00069-Patser (1.022 sec) execution
(98.758, 99.599) --- ActiveFlash-3 [task] ID00073-Patser (0.841 sec) execution
(99.599, 101.433) --- ActiveFlash-3 [task] ID00017-Patser (1.834 sec) execution
(101.433, 102.706) --- ActiveFlash-3 [task] ID00057-Patser (1.273 sec) execution
(102.706, 176.820) --- ActiveFlash-3 [task] ID00047-Transterm (74.114 sec) execution
(176.820, 211.278) --- ActiveFlash-3 [task] ID00078-Transterm (34.458 sec) execution
(211.278, 263.782) --- ActiveFlash-3 [task] ID00020-Transterm (52.504 sec) execution
(263.782, 265.082) --- ActiveFlash-3 [task] ID00035-Patser (1.300 sec) execution
(265.082, 266.150) --- ActiveFlash-3 [task] ID00074-Patser (1.067 sec) execution
(266.150, 267.312) --- ActiveFlash-3 [task] ID00012-Patser (1.163 sec) execution
(267.312, 268.556) --- ActiveFlash-3 [task] ID00008-Patser (1.244 sec) execution
(268.556, 269.860) --- ActiveFlash-3 [task] ID00062-Patser (1.304 sec) execution
(269.860, 271.094) --- ActiveFlash-3 [task] ID00067-Patser (1.234 sec) execution
(271.094, 272.674) --- ActiveFlash-3 [task] ID00058-Patser (1.580 sec) execution
(272.674, 274.289) --- ActiveFlash-3 [task] ID00014-Patser (1.616 sec) execution
(274.289, 274.990) --- ActiveFlash-3 [task] ID00072-Patser (0.700 sec) execution
(274.990, 276.347) --- ActiveFlash-3 [task] ID00039-Patser (1.357 sec) execution
(276.347, 277.833) --- ActiveFlash-3 [task] ID00015-Patser (1.486 sec) execution
(277.833, 279.234) --- ActiveFlash-3 [task] ID00071-Patser (1.401 sec) execution
(279.234, 280.759) --- ActiveFlash-3 [task] ID00059-Patser (1.525 sec) execution
(280.759, 282.080) --- ActiveFlash-3 [task] ID00002-Patser (1.322 sec) execution
(282.080, 283.200) --- ActiveFlash-3 [task] ID00036-Patser (1.120 sec) execution
(283.200, 284.569) --- ActiveFlash-3 [task] ID00042-Patser (1.369 sec) execution
(284.569, 286.035) --- ActiveFlash-3 [task] ID00044-Patser (1.466 sec) execution
(286.035, 287.015) --- ActiveFlash-3 [task] ID00038-Patser (0.980 sec) execution
(287.015, 288.418) --- ActiveFlash-3 [task] ID00066-Patser (1.403 sec) execution
(288.418, 289.175) --- ActiveFlash-3 [task] ID00006-Patser (0.757 sec) execution
(289.175, 290.884) --- ActiveFlash-3 [task] ID00070-Patser (1.710 sec) execution
(290.884, 291.914) --- ActiveFlash-3 [task] ID00016-Patser (1.030 sec) execution
(291.914, 293.340) --- ActiveFlash-3 [task] ID00031-Patser (1.426 sec) execution
(293.340, 295.198) --- ActiveFlash-3 [task] ID00034-Patser (1.858 sec) execution
(295.198, 296.563) --- ActiveFlash-3 [task] ID00040-Patser (1.365 sec) execution
(296.563, 297.714) --- ActiveFlash-3 [task] ID00064-Patser (1.151 sec) execution
(297.714, 299.017) --- ActiveFlash-3 [task] ID00063-Patser (1.304 sec) execution
(299.017, 300.521) --- ActiveFlash-3 [task] ID00043-Patser (1.504 sec) execution
(300.521, 301.833) --- ActiveFlash-3 [task] ID00007-Patser (1.312 sec) execution
(301.833, 303.017) --- ActiveFlash-3 [task] ID00060-Patser (1.184 sec) execution
(303.017, 304.508) --- ActiveFlash-3 [task] ID00030-Patser (1.491 sec) execution
(304.508, 305.803) --- ActiveFlash-3 [task] ID00003-Patser (1.295 sec) execution
(305.803, 307.651) --- ActiveFlash-3 [task] ID00010-Patser (1.848 sec) execution
(307.651, 309.427) --- ActiveFlash-3 [task] ID00075-Patser (1.776 sec) execution
(309.427, 310.518) --- ActiveFlash-3 [task] ID00032-Patser (1.091 sec) execution
(310.518, 311.950) --- ActiveFlash-3 [task] ID00004-Patser (1.431 sec) execution
(311.950, 312.942) --- ActiveFlash-3 [task] ID00068-Patser (0.993 sec) execution
(312.942, 314.213) --- ActiveFlash-3 [task] ID00011-Patser (1.271 sec) execution
